OUTCOME,METHOD,DATE,red_Name,blue_Name,red_StrikesLandedPerMin,red_StrikesAbsorbedPerMin,red_TakedownsPer15Min,red_OpponentTakedownsPer15Min,red_SubmissionsPer15Min,red_ControlPer15Min,red_StrikingAccuracyPct,red_StrikeDefencePct,red_TakedownAccuracyPct,red_TakedownDefencePct,blue_StrikesLandedPerMin,blue_StrikesAbsorbedPerMin,blue_TakedownsPer15Min,blue_OpponentTakedownsPer15Min,blue_SubmissionsPer15Min,blue_ControlPer15Min,blue_StrikingAccuracyPct,blue_StrikeDefencePct,blue_TakedownAccuracyPct,blue_TakedownDefencePct,red_Height,red_Weight,red_Reach,red_Stance,red_DOB,blue_Height,blue_Weight,blue_Reach,blue_Stance,blue_DOB,red_Elo,blue_Elo
Blue,Decision - Unanimous ,2019-04-27,Virna Jandiroba,Carla Esparza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,2.2,3.07,3.4,2.04,0.41,235.75,38.45,53.11,35.71,40.0,63.0,115.0,64.0,Orthodox,1988-05-30,61.0,115.0,63.0,Orthodox,1987-10-10,1000.0,1036.81
Red,Submission ,2019-04-27,Gilbert Burns,Mike Davis,3.09,3.43,2.34,1.17,0.73,210.73,41.88,57.28,37.21,38.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,70.0,170.0,71.0,Orthodox,1986-07-20,,,,Nan,,1207.76,969.23
Blue,Submission ,2019-04-27,Mike Davis,Gilbert Burns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,3.09,3.43,2.34,1.17,0.73,210.73,41.88,57.28,37.21,38.46,72.0,155.0,72.0,Orthodox,1992-10-07,70.0,170.0,71.0,Orthodox,1986-07-20,1000.0,1176.99
Blue,Submission ,2019-04-27,Jason Gonzalez,Jim Miller,2.81,3.19,0.0,5.84,1.17,8.18,39.56,60.19,0.0,37.5,2.79,2.89,1.7,1.79,1.89,209.51,40.36,59.81,41.38,47.22,74.0,155.0,74.0,Southpaw,1990-02-28,68.0,155.0,71.0,Southpaw,1983-08-30,964.34,1048.74
Red,Decision - Unanimous ,2019-04-27,Angela Hill,Jodie Esquibel,5.58,5.29,0.4,1.6,0.0,89.72,51.06,63.4,60.0,72.73,4.87,8.5,0.0,0.5,0.0,79.5,40.0,52.07,0.0,87.5,63.0,115.0,64.0,Orthodox,1985-01-12,61.0,115.0,64.0,Orthodox,1986-05-07,866.03,885.22
Red,Decision - Split ,2019-04-27,Dhiego Lima,Court McGee,2.56,2.96,2.13,2.84,1.42,209.63,45.0,50.0,66.67,50.0,4.72,3.43,1.98,0.79,0.48,201.68,36.21,63.4,24.75,62.96,74.0,170.0,75.0,Orthodox,1989-01-31,71.0,170.0,75.0,Orthodox,1984-12-12,932.7,1069.35
Red,KO/TKO ,2019-04-20,Alistair Overeem,Aleksei Oleinik,3.7,2.37,0.5,0.88,0.38,214.72,73.06,54.85,30.77,63.16,3.06,3.28,2.99,2.66,2.66,308.19,48.94,53.16,39.13,11.11,76.0,265.0,80.0,Orthodox,1980-05-17,74.0,240.0,80.0,Orthodox,1977-06-20,1268.98,1204.44
Blue,Decision - Unanimous ,2019-04-20,Arman Tsarukyan,Islam Makhachev,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,2.24,0.82,4.33,0.0,1.33,506.25,60.84,64.76,86.67,100.0,67.0,155.0,72.0,Orthodox,1996-10-11,70.0,155.0,70.0,Southpaw,1991-10-27,1000.0,1271.14
Red,KO/TKO ,2019-04-20,Sergei Pavlovich,Marcelo Golm,2.99,5.06,0.0,3.45,0.0,41.38,40.62,15.38,0.0,50.0,4.26,3.92,0.47,0.47,0.47,81.22,60.09,47.06,50.0,87.5,75.0,257.0,84.0,Southpaw,1992-05-13,75.0,249.0,75.0,Orthodox,1992-09-15,977.39,929.27
Red,Decision - Split ,2019-04-20,Roxanne Modafferi,Antonina Shevchenko,3.98,5.46,0.94,1.65,0.24,181.32,29.91,58.89,19.05,41.67,4.4,2.2,2.0,0.0,0.0,294.0,49.25,74.22,100.0,100.0,67.0,125.0,69.0,Orthodox,1982-09-24,68.0,125.0,67.0,Southpaw,1984-11-20,914.87,1069.3
Blue,Decision - Unanimous ,2019-04-20,Alen Amedovski,Krzysztof Jotko,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,2.86,1.89,1.12,0.87,0.12,192.58,44.12,59.29,37.5,87.04,70.0,185.0,74.0,Orthodox,1988-04-06,73.0,185.0,77.0,Southpaw,1989-08-19,1000.0,1060.07
Blue,Decision - Unanimous ,2019-04-20,SeungWoo Choi,Movsar Evloev,,,,,,,,,,,,,,,,,,,,,72.0,145.0,74.0,Orthodox,1992-11-03,67.0,145.0,72.0,Orthodox,1994-02-11,1000.0,1000.0
Blue,Decision - Unanimous ,2019-04-20,Keita Nakamura,Sultan Aliev,2.16,3.51,1.9,1.16,0.42,148.24,35.69,57.5,52.94,62.07,1.26,2.35,1.62,0.0,0.0,379.6,51.47,52.21,50.0,100.0,71.0,170.0,73.0,Southpaw,1984-05-22,71.0,170.0,74.0,Orthodox,1984-09-17,1024.99,995.15
Blue,Submission ,2019-04-20,Alex Da Silva,Alexander Yakovlev,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1.89,2.73,1.23,1.85,0.0,55.26,46.62,56.07,30.0,72.73,68.0,155.0,73.0,Orthodox,1996-02-04,75.0,155.0,74.0,Southpaw,1984-07-18,1000.0,989.29
Blue,KO/TKO ,2019-04-20,Marcin Tybura,Shamil Abdurakhimov,3.6,2.99,1.61,0.73,0.15,249.19,52.56,52.04,61.11,79.17,2.44,2.24,1.5,0.86,0.21,158.03,45.72,60.25,26.92,66.67,75.0,249.0,78.0,Orthodox,1985-11-09,75.0,235.0,76.0,Orthodox,1981-09-02,1131.54,1142.08
Blue,KO/TKO ,2019-04-20,Gadzhimurad Antigulov,Michal Oleksiejczuk,1.78,5.45,9.51,0.0,3.81,664.06,53.85,21.82,50.0,100.0,5.43,3.68,1.81,0.0,0.0,1.81,59.21,69.5,66.67,100.0,71.0,205.0,70.0,Orthodox,1987-02-09,72.0,205.0,74.0,Southpaw,1995-02-22,1046.7,1096.6
Blue,KO/TKO ,2019-04-20,Rafael Fiziev,Magomed Mustafaev,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,2.83,2.93,0.0,6.81,0.76,115.81,54.9,36.96,0.0,25.0,68.0,155.0,71.0,Switch,1993-03-05,68.0,155.0,71.0,Orthodox,1988-08-02,1000.0,1076.03
Red,Decision - Unanimous ,2019-04-13,Dustin Poirier,Max Holloway,6.01,3.93,1.97,0.98,1.07,275.93,49.55,56.78,41.38,68.42,6.9,4.03,0.32,1.15,0.45,66.29,46.09,64.76,83.33,83.18,69.0,155.0,72.0,Southpaw,1989-01-19,71.0,145.0,69.0,Orthodox,1991-12-04,1425.41,1580.12
Red,Decision - Unanimous ,2019-04-13,Israel Adesanya,Kelvin Gastelum,3.9,1.81,0.0,1.15,0.19,22.37,53.87,69.13,0.0,85.0,3.86,2.87,0.82,2.09,0.18,143.67,43.69,61.2,50.0,62.9,76.0,185.0,80.0,Switch,1989-07-22,69.0,185.0,71.0,Southpaw,1991-10-24,1327.03,1419.05
Blue,Decision - Unanimous ,2019-04-13,Eryk Anders,Khalil Rountree Jr.,3.12,3.89,2.05,0.86,0.17,204.11,50.56,49.18,41.38,66.67,2.3,3.29,0.0,3.45,0.35,5.18,34.48,38.89,0.0,50.0,73.0,185.0,75.0,Southpaw,1987-04-21,73.0,205.0,76.0,Southpaw,1990-02-26,1037.74,993.28
Red,Decision - Split ,2019-04-13,Dwight Grant,Alan Jouban,2.25,1.55,0.75,1.5,0.0,18.77,32.85,73.28,100.0,81.82,5.41,3.48,0.52,1.03,0.0,76.03,53.1,60.7,50.0,62.5,73.0,170.0,76.0,Switch,1984-09-14,72.0,170.0,73.0,Southpaw,1981-11-25,1018.17,1142.17
Blue,Submission ,2019-04-13,Ovince Saint Preux,Nikita Krylov,2.32,2.9,0.79,1.74,0.39,111.69,43.46,43.08,29.41,67.65,4.97,2.33,0.55,3.3,1.65,245.58,58.91,45.26,28.57,40.0,75.0,205.0,80.0,Southpaw,1983-04-08,75.0,205.0,77.0,Orthodox,1992-03-07,1147.66,1107.56
Blue,Decision - Unanimous ,2019-04-13,Jalin Turner,Matt Frevola,8.42,9.26,0.0,0.0,0.0,41.05,53.33,35.29,0.0,100.0,4.69,5.31,1.88,0.94,0.94,39.38,36.41,58.13,33.33,80.0,75.0,155.0,77.0,Southpaw,1995-05-18,69.0,155.0,71.0,Orthodox,1990-06-11,1036.74,927.13
Blue,KO/TKO ,2019-04-13,Wilson Reis,Alexandre Pantoja,1.86,2.95,5.15,1.03,0.62,347.8,29.64,56.71,43.48,47.37,3.7,2.89,0.64,2.79,1.5,224.73,46.91,59.6,50.0,60.61,64.0,125.0,65.0,Southpaw,1985-01-06,65.0,125.0,67.0,Orthodox,1990-04-16,1115.05,1163.17
Blue,Decision - Majority ,2019-04-13,Zelim Imadaev,Max Griffin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,4.28,3.81,0.61,1.64,0.2,120.29,50.57,50.88,37.5,60.0,72.0,170.0,76.0,Orthodox,1995-01-25,71.0,170.0,76.0,Orthodox,1985-11-29,1000.0,961.53
Blue,KO/TKO ,2019-04-13,Boston Salmon,Khalid Taha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,2.13,3.0,0.0,6.0,0.0,35.0,56.14,34.78,0.0,45.45,69.0,135.0,69.0,Southpaw,1990-11-20,65.0,135.0,69.0,Orthodox,1992-02-15,1000.0,942.0
Red,Decision - Unanimous ,2019-04-13,Belal Muhammad,Curtis Millender,3.74,3.31,1.74,0.12,0.12,153.23,41.11,60.81,33.33,90.0,4.16,2.94,0.36,2.15,0.0,18.27,47.54,63.28,100.0,45.45,71.0,170.0,72.0,Orthodox,1988-07-09,74.0,170.0,76.0,Orthodox,1987-12-01,1139.39,1154.15
Blue,Decision - Unanimous ,2019-04-13,Andre Soukhamthath,Montel Jackson,3.22,3.89,1.59,0.68,0.23,175.87,45.32,54.27,63.64,75.0,3.12,1.86,1.8,6.3,0.9,54.9,47.27,50.79,100.0,66.67,69.0,135.0,70.0,Orthodox,1988-10-23,70.0,135.0,75.0,Southpaw,1992-04-24,1000.23,1034.04
Blue,Decision - Unanimous ,2019-04-13,Lauren Mueller,Poliana Botelho,3.95,4.53,1.58,0.79,0.0,156.32,37.69,64.46,66.67,80.0,4.03,2.51,0.74,1.47,0.0,45.7,59.42,50.0,100.0,88.89,65.0,125.0,67.0,Orthodox,1991-11-15,68.0,115.0,67.0,Orthodox,1988-12-15,988.45,1045.63
Red,Submission ,2019-04-13,Brandon Davis,Randy Costa,3.87,3.63,0.28,5.58,0.0,27.9,37.61,65.49,33.33,57.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,70.0,135.0,72.0,Orthodox,1990-05-08,69.0,135.0,73.0,Switch,1994-07-06,938.85,1000.0
Red,KO/TKO ,2019-03-30,Justin Gaethje,Edson Barboza,11.14,13.77,0.0,0.96,0.0,38.42,54.55,53.61,0.0,80.0,3.99,4.14,0.46,0.99,0.07,46.71,42.78,60.43,46.67,80.26,71.0,155.0,70.0,Orthodox,1988-11-14,71.0,145.0,75.0,Orthodox,1986-01-21,1135.62,1306.62
Red,Submission ,2019-03-30,Jack Hermansson,David Branch,4.92,1.77,2.12,1.21,0.61,256.24,56.61,63.64,46.67,73.33,1.67,1.89,2.58,1.47,0.0,378.17,40.24,56.37,32.56,42.86,73.0,185.0,77.0,Orthodox,1988-06-10,73.0,185.0,78.0,Orthodox,1981-09-26,1202.62,1102.83
Blue,KO/TKO ,2019-03-30,Michael Johnson,Josh Emmett,4.31,3.96,0.59,1.05,0.07,61.67,38.34,58.35,45.0,77.78,3.89,3.64,1.9,0.84,0.21,89.83,37.28,63.57,52.94,50.0,70.0,155.0,73.0,Southpaw,1986-06-04,66.0,145.0,70.0,Orthodox,1985-03-04,1188.15,1136.01
Red,Decision - Unanimous ,2019-03-30,Michelle Waterson,Karolina Kowalkiewicz,3.98,3.52,2.18,0.87,1.31,234.71,62.41,49.27,62.5,60.0,5.76,5.16,0.14,0.71,0.0,80.84,38.63,56.61,14.29,87.18,63.0,115.0,62.0,Orthodox,1986-01-06,63.0,115.0,64.0,Orthodox,1985-10-15,1138.36,1144.38
Red,Submission ,2019-03-30,Paul Craig,Kennedy Nzechukwu,1.96,2.83,1.96,0.65,1.31,163.01,51.72,45.83,30.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,75.0,205.0,76.0,Orthodox,1987-11-27,77.0,205.0,83.0,Southpaw,1992-06-13,953.36,1000.0
Blue,Decision - Unanimous ,2019-03-30,Sheymon Moraes,Sodiq Yusuff,2.76,3.06,0.0,4.04,0.0,36.74,40.33,67.92,0.0,47.83,10.3,2.24,0.0,0.0,0.0,382.84,53.49,44.44,0.0,100.0,68.0,145.0,72.0,Orthodox,1990-10-11,69.0,145.0,71.0,Orthodox,1993-05-19,1088.7,1058.0
Blue,Decision - Unanimous ,2019-03-30,Jessica Aguilar,Marina Rodriguez,5.42,6.98,1.23,1.54,0.0,177.47,52.17,56.96,26.67,44.44,4.0,3.2,0.0,2.0,0.0,58.0,42.25,58.62,0.0,60.0,63.0,115.0,63.0,Orthodox,1982-05-08,66.0,115.0,65.0,Orthodox,1987-04-29,914.84,1026.33
Blue,KO/TKO ,2019-03-30,Ross Pearson,Desmond Green,3.67,4.04,0.75,1.0,0.0,63.62,40.19,62.6,36.59,75.9,3.21,2.21,1.0,1.2,0.0,43.6,42.28,71.48,35.71,73.91,68.0,155.0,69.0,Orthodox,1984-09-26,70.0,155.0,73.0,Southpaw,1989-10-11,930.74,1051.63
Blue,Decision - Unanimous ,2019-03-30,Enrique Barzola,Kevin Aguilar,3.52,2.26,6.17,0.17,0.33,360.17,43.6,69.61,52.86,75.0,5.73,4.93,0.0,0.0,0.0,127.0,51.19,60.43,0.0,100.0,67.0,145.0,70.0,Orthodox,1989-04-28,67.0,155.0,73.0,Orthodox,1988-09-07,1175.79,1075.07
Red,Decision - Split ,2019-03-30,Kevin Holland,Gerald Meerschaert,5.3,4.13,2.58,1.55,1.55,140.29,63.64,60.91,71.43,57.14,3.48,4.32,2.61,2.18,1.74,140.14,46.15,47.9,37.5,50.0,75.0,185.0,81.0,Orthodox,1992-11-05,73.0,185.0,77.0,Southpaw,1987-12-18,1023.49,1101.76
Red,Decision - Unanimous ,2019-03-30,Casey Kenney,Ray Borg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1.31,1.92,2.91,1.85,1.45,410.74,48.06,47.34,44.0,39.13,67.0,135.0,68.0,Southpaw,1991-03-20,64.0,135.0,63.0,Orthodox,1993-08-04,1000.0,1166.49
Blue,Decision - Unanimous ,2019-03-30,Sabina Mazo,Maryna Moroz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,2.68,3.22,0.17,1.67,0.5,50.0,24.87,55.45,20.0,47.37,67.0,125.0,70.0,Orthodox,1997-03-25,67.0,125.0,67.0,Orthodox,1991-09-08,1000.0,960.74
Red,Decision - Unanimous ,2019-03-30,Alex Perez,Mark De La Rosa,5.04,3.77,4.0,0.5,1.5,321.18,47.78,60.35,47.06,83.33,3.24,3.0,1.05,0.52,0.52,144.86,43.26,57.43,20.0,50.0,66.0,125.0,65.0,Orthodox,1992-03-21,66.0,135.0,65.0,Orthodox,1994-08-31,1109.35,1041.55
Blue,KO/TKO ,2019-03-23,Stephen Thompson,Anthony Pettis,3.45,2.51,0.41,0.58,0.0,84.05,42.3,60.87,45.45,78.12,2.92,3.53,0.66,3.12,0.82,101.39,45.83,53.09,44.44,53.09,72.0,170.0,75.0,Orthodox,1983-02-11,70.0,155.0,72.0,Orthodox,1987-01-27,1318.51,1246.71
Red,Decision - Unanimous ,2019-03-23,Curtis Blaydes,Justin Willis,4.17,2.41,6.75,0.61,0.0,434.76,50.41,54.96,55.93,25.0,4.4,2.92,1.26,0.0,0.0,121.77,60.23,60.17,66.67,100.0,76.0,265.0,80.0,Orthodox,1991-02-18,73.0,264.0,78.0,Southpaw,1987-07-19,1236.62,1195.57
Red,Decision - Unanimous ,2019-03-23,John Makdessi,Jesus Pinedo,5.49,3.89,0.0,0.45,0.0,19.14,50.72,71.04,0.0,87.8,4.0,3.87,5.0,0.0,0.0,267.0,42.25,58.27,100.0,100.0,68.0,155.0,68.0,Orthodox,1985-05-03,70.0,155.0,,Southpaw,1996-06-22,1135.42,1050.61
Red,Decision - Unanimous ,2019-03-23,Jussier Formiga,Deiveson Figueiredo,1.34,2.17,1.86,0.44,0.66,271.9,38.36,65.86,37.78,85.19,2.25,1.62,2.46,2.46,3.86,355.85,54.86,54.0,53.85,50.0,65.0,125.0,67.0,Orthodox,1985-04-14,65.0,125.0,68.0,Orthodox,1987-12-18,1268.5,1231.18
Blue,Decision - Unanimous ,2019-03-23,Steven Peterson,Luis Pena,4.9,5.7,1.5,0.0,0.5,270.5,31.89,59.86,18.75,100.0,1.67,3.13,1.62,2.43,0.81,313.22,28.7,46.79,20.0,40.0,70.0,145.0,70.0,Orthodox,1990-05-29,75.0,155.0,75.0,Southpaw,1993-07-05,993.97,1000.0
Red,KO/TKO ,2019-03-23,Maycee Barber,JJ Aldrich,9.69,5.84,2.14,0.0,0.0,455.34,70.1,40.58,20.0,100.0,3.72,3.87,0.25,1.25,0.0,128.75,39.89,63.69,16.67,58.33,65.0,125.0,65.0,Switch,1998-05-18,65.0,125.0,67.0,Southpaw,1992-09-29,1058.0,1130.75
Red,Decision - Unanimous ,2019-03-23,Bryce Mitchell,Bobby Moffett,2.53,3.4,3.0,3.0,1.0,135.0,55.07,52.34,30.0,25.0,2.59,3.89,1.94,1.94,1.94,143.84,35.71,50.0,100.0,50.0,70.0,145.0,70.0,Southpaw,1994-10-04,70.0,145.0,73.0,Orthodox,1990-06-01,1058.0,1039.69
Red,KO/TKO ,2019-03-23,Marlon Vera,Frankie Saenz,3.23,3.93,0.78,1.44,1.31,100.23,44.75,52.12,37.5,68.57,3.99,3.09,1.8,2.82,0.13,199.4,47.02,54.65,32.56,62.71,68.0,135.0,70.0,Switch,1992-12-02,66.0,135.0,66.0,Orthodox,1980-08-12,1115.08,1078.46
Blue,Decision - Unanimous ,2019-03-23,Alexis Davis,Jennifer Maia,3.28,3.53,0.85,1.98,1.27,259.34,39.64,56.29,40.0,26.32,2.8,3.53,0.0,3.0,0.0,149.0,40.38,32.05,0.0,25.0,66.0,135.0,68.0,Orthodox,1984-10-04,64.0,125.0,64.0,Orthodox,1988-10-06,1087.49,939.78
Blue,Submission ,2019-03-23,Angela Hill,Randa Markos,5.79,5.39,0.42,1.53,0.0,87.54,51.19,63.62,60.0,74.42,2.92,3.26,1.61,1.29,0.21,265.03,41.11,61.73,26.79,53.85,63.0,115.0,64.0,Orthodox,1985-01-12,64.0,115.0,63.0,Orthodox,1985-08-10,920.52,941.55
Red,Decision - Unanimous ,2019-03-23,Chris Gutierrez,Ryan MacDonald,2.83,3.8,0.0,3.26,0.0,0.0,50.0,44.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,69.0,145.0,67.0,Orthodox,1991-04-22,71.0,135.0,71.0,Switch,1993-03-18,950.49,1000.0
Blue,Decision - Unanimous ,2019-03-23,Eric Shelton,Jordan Espinosa,2.75,1.63,3.4,2.6,0.2,230.2,44.59,65.92,51.52,43.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,66.0,125.0,68.0,Orthodox,1991-02-02,66.0,125.0,69.0,Orthodox,1989-11-08,994.46,1000.0
Blue,KO/TKO ,2019-03-16,Darren Till,Jorge Masvidal,2.39,2.98,0.5,0.5,0.0,80.76,45.76,61.24,33.33,86.36,4.1,2.94,1.13,1.43,0.53,158.25,47.97,60.43,51.72,76.25,72.0,185.0,74.0,Southpaw,1992-12-24,71.0,170.0,74.0,Orthodox,1984-11-12,1308.29,1219.11
Red,Decision - Split ,2019-03-16,Leon Edwards,Gunnar Nelson,2.23,1.87,1.18,1.68,0.49,233.97,48.3,55.95,29.27,70.69,1.93,3.72,1.79,0.45,1.19,253.2,58.26,49.46,57.14,75.0,74.0,170.0,74.0,Southpaw,1991-08-25,71.0,170.0,72.0,Switch,1988-07-28,1344.5,1282.85
Red,Decision - Split ,2019-03-16,Dominick Reyes,Volkan Oezdemir,6.49,2.22,0.68,1.36,0.68,148.98,60.08,51.49,25.0,85.71,5.69,4.84,0.4,1.2,0.0,155.98,48.86,53.33,50.0,70.0,76.0,205.0,77.0,Southpaw,1989-12-26,74.0,205.0,75.0,Orthodox,1989-09-19,1218.09,1156.08
Blue,Submission ,2019-03-16,Jose Quinonez,Nathaniel Wood,3.26,2.32,2.88,0.72,0.96,238.07,44.84,68.13,50.0,57.14,4.37,2.42,1.4,0.0,1.4,387.91,44.55,64.38,66.67,100.0,68.0,135.0,69.0,Southpaw,1990-07-28,66.0,135.0,69.0,Orthodox,1993-05-08,1181.23,1121.09
Blue,Submission ,2019-03-16,Danny Roberts,Claudio Silva,3.71,3.44,0.0,2.77,0.5,151.76,41.23,55.43,0.0,57.69,2.55,2.32,3.04,0.43,0.87,371.13,45.6,45.95,25.93,50.0,73.0,170.0,74.0,Southpaw,1987-07-14,71.0,170.0,71.0,Southpaw,1982-09-06,1127.32,1178.79
Red,Decision - Split ,2019-03-16,Jack Marshman,John Phillips,2.87,3.78,0.0,2.08,0.0,5.05,31.05,56.69,0.0,22.22,2.83,7.42,0.0,4.99,0.0,40.72,32.9,33.33,0.0,14.29,72.0,185.0,73.0,Orthodox,1989-12-19,71.0,185.0,75.0,Southpaw,1985-06-09,967.43,888.69
Red,Decision - Unanimous ,2019-03-16,Arnold Allen,Jordan Rinaldi,2.12,1.78,2.21,3.31,0.83,200.58,33.82,57.64,57.14,66.67,1.39,2.26,2.04,1.63,1.63,391.48,40.48,54.89,45.45,20.0,68.0,145.0,70.0,Southpaw,1994-01-22,70.0,145.0,72.0,Orthodox,1987-09-25,1197.86,1058.65
Blue,Decision - Unanimous ,2019-03-16,Joe Duffy,Marc Diakiese,3.07,3.45,0.66,1.99,0.99,104.05,34.49,58.84,100.0,71.43,2.6,2.9,2.05,1.82,0.0,148.03,32.7,54.85,31.03,61.9,70.0,155.0,73.0,Orthodox,1988-02-18,70.0,155.0,73.0,Orthodox,1993-03-16,1122.81,933.16
Blue,Decision - Unanimous ,2019-03-16,Nicolae Negumereanu,Saparbeg Safarov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,3.81,6.1,2.54,0.0,0.0,115.68,29.41,45.04,28.57,100.0,72.0,205.0,78.0,Orthodox,1994-09-04,73.0,185.0,78.0,Orthodox,1986-10-14,1000.0,905.84
Red,Submission ,2019-03-16,Dan Ige,Danny Henry,3.76,4.15,2.43,0.0,0.0,253.46,46.96,58.58,23.81,100.0,6.07,4.6,0.96,0.0,2.88,350.8,53.07,45.45,33.33,100.0,67.0,145.0,71.0,Orthodox,1991-08-06,72.0,145.0,73.0,Orthodox,1988-07-17,1050.69,1106.41
Red,Decision - Unanimous ,2019-03-16,Molly McCann,Priscila Cachoeira,1.41,2.4,0.0,4.24,0.0,4.24,30.3,66.0,0.0,50.0,0.21,10.09,0.0,3.19,0.0,0.0,16.67,15.93,0.0,0.0,64.0,125.0,62.0,Orthodox,1990-05-04,67.0,125.0,65.0,Orthodox,1988-08-19,951.59,962.41
Blue,KO/TKO ,2019-03-16,Nad Narimani,Mike Grundy,4.3,2.6,3.5,0.0,0.0,442.5,50.59,65.64,43.75,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,68.0,145.0,70.0,Orthodox,1987-04-14,67.0,145.0,72.0,Orthodox,1987-01-03,1106.41,1000.0
Red,KO/TKO ,2019-03-09,Junior Dos Santos,Derrick Lewis,4.34,2.84,0.31,1.01,0.06,27.92,48.3,58.4,55.56,80.49,2.76,2.3,0.49,2.77,0.0,108.74,50.97,44.07,23.81,53.33,76.0,238.0,77.0,Orthodox,1984-01-30,75.0,260.0,79.0,Orthodox,1985-02-07,1357.51,1347.95
Red,Submission ,2019-03-09,Elizeu Zaleski dos Santos,Curtis Millender,4.33,2.95,0.36,2.71,0.54,94.1,40.82,62.48,10.53,50.0,4.43,2.98,0.38,1.91,0.0,19.47,47.67,64.11,100.0,50.0,71.0,170.0,73.0,Orthodox,1986-12-11,74.0,170.0,76.0,Orthodox,1987-12-01,1258.85,1202.89
Blue,KO/TKO ,2019-03-09,Tim Means,Niko Price,4.67,3.16,0.8,2.49,0.16,75.78,45.16,63.23,50.0,63.53,2.26,3.65,1.3,0.65,1.63,149.13,29.97,56.48,28.57,75.0,74.0,170.0,75.0,Orthodox,1984-02-20,72.0,170.0,76.0,Orthodox,1989-09-29,1117.56,1115.93
Blue,Decision - Unanimous ,2019-03-09,Ben Rothwell,Blagoy Ivanov,2.97,4.61,1.13,1.61,0.64,165.69,43.4,40.08,33.33,54.55,2.04,4.4,0.0,0.0,0.0,1.8,22.27,55.65,0.0,100.0,76.0,265.0,78.0,Orthodox,1981-10-17,71.0,250.0,73.0,Southpaw,1986-10-09,1208.52,983.09
Red,Submission ,2019-03-09,Beneil Dariush,Drew Dober,3.92,2.64,1.47,0.57,0.79,322.5,48.14,61.01,30.23,80.0,4.45,4.17,1.07,1.37,0.15,218.09,38.78,54.55,17.95,60.87,70.0,155.0,72.0,Southpaw,1989-05-06,68.0,155.0,70.0,Southpaw,1988-10-19,1187.16,1142.06
Red,Decision - Unanimous ,2019-03-09,Omari Akhmedov,Tim Boetsch,3.01,2.91,2.89,1.07,0.3,207.02,33.52,57.73,51.35,53.33,2.94,2.86,1.56,1.64,0.82,140.38,51.38,56.68,35.59,57.69,72.0,185.0,73.0,Orthodox,1987-10-12,72.0,185.0,74.0,Orthodox,1981-01-28,1132.32,1147.23
Blue,Decision - Unanimous ,2019-03-09,Sergio Moraes,Anthony Rocco Martin,2.61,3.26,1.14,0.11,0.57,179.29,45.79,62.65,34.48,75.0,2.76,2.89,0.92,1.03,1.26,275.37,39.89,57.38,25.81,57.14,72.0,170.0,72.0,Orthodox,1982-07-23,72.0,170.0,73.0,Orthodox,1989-12-11,1257.85,1253.94
Red,Decision - Unanimous ,2019-03-09,Yana Kunitskaya,Marion Reneau,4.18,4.13,4.89,0.81,0.81,597.83,63.11,41.54,50.0,0.0,3.41,2.45,0.26,2.25,1.19,108.22,41.84,67.6,100.0,52.78,66.0,135.0,68.0,Orthodox,1989-11-11,66.0,135.0,68.0,Orthodox,1977-06-20,1038.32,1081.61
Blue,Decision - Unanimous ,2019-03-09,Julian Erosa,Grant Dawson,3.8,4.31,2.11,2.11,1.41,241.17,50.94,51.32,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,73.0,145.0,74.0,Southpaw,1989-07-31,70.0,155.0,72.0,Switch,1994-02-20,936.81,1000.0
Red,Decision - Split ,2019-03-09,Maurice Greene,Jeff Hughes,4.03,0.0,0.0,6.72,6.72,0.0,60.0,100.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,79.0,258.0,80.0,Orthodox,1986-07-05,74.0,250.0,77.0,Orthodox,1988-05-17,1058.0,1000.0
